age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,English Learning Method,English Residence,Length of English Residence,Accent
21.0,12.0,"elsterwerda, germany",german22,german,1,1092,germany,False,academic,usa,2.5,13
24.0,0.0,"london, uk",english306,english,1,1093,uk,False,naturalistic,"uk,usa",24.0,6
24.0,0.0,"la paz, bolivia",english305,english,1,1094,bolivia,False,naturalistic,"uk,usa",7.0,9
21.0,5.0,"freetown, sierra leone",krio3,krio,1,1095,sierra leone,False,naturalistic,"sierraleone,usa",18.0,16
58.0,41.0,"orhei, moldova",russian25,russian,1,1096,moldova,False,academic,usa,18.0,11
23.0,17.0,"chisinau, moldova",russian26,russian,1,1097,moldova,False,academic,usa,5.0,11
30.0,9.0,"kirkuk, iraq",kurdish4,kurdish,0,1098,iraq,False,academic,usa,1.0,2
55.0,48.0,"chisinau, moldova",romanian17,romanian,1,1099,moldova,False,naturalistic,usa,10.0,rem
48.0,0.0,"alexandria, va, usa",english307,english,0,1100,usa,False,naturalistic,"usa,newzealand",48.0,rem
34.0,0.0,"cardiff, wales, uk",english308,english,0,1101,uk,False,naturalistic,"uk,newzealand",34.0,6
18.0,4.0,"athens, greece",greek7,greek,0,1102,greece,False,naturalistic,uk,0.25,rem
18.0,6.0,"bangkok, thailand",thai9,thai,1,1103,thailand,False,academic,,0.0,3
44.0,12.0,"rehoboth, namibia",nama1,nama,0,1104,namibia,False,academic,"namibia,usa",44.0,rem
44.0,0.0,"dunedin, new zealand",english309,english,1,1105,new zealand,False,naturalistic,newzealand,44.0,rem
48.0,7.0,"freetown, sierra leone",krio4,krio,1,1106,sierra leone,False,academic,usa,30.0,16
45.0,10.0,"asmara, eritrea",tigrigna5,tigrigna,0,1107,eritrea,False,academic,uk,27.0,rem
37.0,0.0,"oxford, uk",english310,english,1,1108,uk,False,naturalistic,"uk,usa",22.0,6
25.0,10.0,"campo grande, brazil",portuguese26,portuguese,1,1109,brazil,False,academic,usa,6.0,9
38.0,0.0,"detroit, michigan, usa",english311,english,1,1110,usa,False,naturalistic,usa,38.0,1
48.0,14.0,"santa marta, colombia",spanish67,spanish,1,1111,colombia,False,academic,usa,4.0,9
42.0,11.0,"kerman, iran",farsi12,farsi,0,1112,iran,False,academic,canada,25.0,rem
40.0,0.0,"edmonton, alberta, canada",english312,english,1,1113,canada,False,naturalistic,canada,40.0,1
19.0,11.0,"rome, italy",italian19,italian,0,1114,italy,False,academic,,0.0,14
30.0,12.0,"al-ayn, united arab emirates",arabic28,arabic,0,1115,united arab emirates,False,academic,usa,1.0,2
19.0,17.0,"doha, qatar",arabic29,arabic,0,1116,qatar,False,academic,usa,0.3,2
25.0,7.0,"seoul, south korea",korean18,korean,0,1117,south korea,False,academic,usa,12.0,3
21.0,14.0,"seoul, south korea",korean19,korean,1,1118,south korea,False,academic,usa,0.9,3
28.0,0.0,"silver spring, maryland, usa",english313,english,0,1119,usa,False,naturalistic,usa,28.0,rem
26.0,0.0,"memphis, tennessee, usa",english314,english,1,1120,usa,False,naturalistic,usa,26.0,0
25.0,0.0,"los angeles, california, usa",english315,english,0,1121,usa,False,naturalistic,usa,25.0,1
33.0,0.0,"sacramento, california, usa",english316,english,0,1122,usa,False,naturalistic,usa,33.0,1
32.0,15.0,"naples, italy",italian20,italian,0,1123,italy,False,academic,usa,15.5,14
42.0,20.0,"trento, italy",italian21,italian,0,1124,italy,False,academic,"usa,australia",12.0,14
28.0,13.0,"wuxi, jiangsu, china",mandarin25,mandarin,1,1125,china,False,academic,usa,0.8,3
58.0,13.0,"inchon, south korea",korean20,korean,1,1126,south korea,False,academic,usa,38.0,3
62.0,10.0,"montreal, quebec, canada",french33,french,0,1127,canada,False,academic,"canada,usa",62.0,rem
33.0,8.0,"sao paulo, brazil",portuguese27,portuguese,1,1128,brazil,False,academic,uk,0.2,9
24.0,17.0,"addis ababa, ethiopia",amharic11,amharic,1,1129,ethiopia,False,academic,usa,9.0,rem
26.0,15.0,"addis ababa, ethiopia",amharic12,amharic,1,1130,ethiopia,False,academic,usa,10.0,rem
28.0,6.0,"addis ababa, ethiopia",amharic13,amharic,1,1131,ethiopia,False,academic,usa,9.0,rem
26.0,0.0,"burlington, vermont, usa",english317,english,0,1132,usa,False,naturalistic,usa,26.0,1
19.0,8.0,"riyadh, saudi arabia",arabic30,arabic,1,1133,saudi arabia,False,naturalistic,usa,11.0,2
20.0,14.0,"ho chi minh city, vietnam",vietnamese9,vietnamese,0,1134,vietnam,False,academic,usa,4.0,3
23.0,9.0,"sofia, bulgaria",mongolian5,mongolian,0,1135,bulgaria,False,academic,usa,9.0,12
30.0,7.0,"katsina, nigeria",hausa8,hausa,0,1136,nigeria,False,academic,usa,4.0,16
46.0,0.0,"sarnia, ontario, canada",english318,english,0,1137,canada,False,naturalistic,canada,46.0,1
29.0,0.0,"grimsby, lincolnshire, uk",english319,english,0,1138,uk,False,naturalistic,uk,29.0,6
57.0,17.0,"budapest, hungary",hungarian7,hungarian,1,1139,hungary,False,naturalistic,usa,40.0,rem
36.0,6.0,"freetown, sierra leone",krio5,krio,0,1140,sierra leone,False,naturalistic,"sierraleone,usa",26.0,16
31.0,12.0,"emei, sichuan, china",mandarin26,mandarin,1,1141,china,False,academic,usa,3.0,3
21.0,12.0,"ulsan, south korea",korean21,korean,0,1142,south korea,False,academic,usa,7.0,3
29.0,5.0,"kutch, gujarat, india",gujarati6,gujarati,0,1143,india,False,naturalistic,"india,usa",23.0,10
19.0,9.0,"kocaeli, turkey",turkish20,turkish,1,1144,turkey,False,academic,,0.0,rem
19.0,8.0,"inchon, south korea",korean22,korean,1,1145,south korea,False,academic,,0.0,3
50.0,13.0,"tanga, tanzania",kiswahili9,kiswahili,0,1146,tanzania,False,academic,usa,20.0,rem
25.0,7.0,"mogadishu, somalia",somali4,somali,1,1147,somalia,False,academic,"uk,usa",14.5,16
39.0,18.0,"mogadishu, somalia",somali5,somali,0,1148,somalia,False,academic,"uk,usa",11.5,16
32.0,17.0,"hargeysa, somalia",somali6,somali,0,1149,somalia,False,academic,"uk,usa",7.8,16
60.0,6.0,"accra, ghana",ga4,ga,0,1150,ghana,False,academic,"ghana,uk,usa",41.0,16
58.0,15.0,"adigrat, ethiopia",tigrigna6,tigrigna,1,1151,ethiopia,False,academic,usa,28.0,rem
35.0,8.0,"dembi dollo, ethiopia",oromo3,oromo,1,1152,ethiopia,False,academic,usa,10.0,rem
41.0,6.0,"kisii, kenya",gusii2,gusii,0,1153,kenya,False,academic,usa,8.0,rem
18.0,15.0,"chengdu, sichuan, china",mandarin27,mandarin,0,1154,china,False,academic,usa,3.0,3
50.0,7.0,"kerugoya, kenya",kikuyu2,kikuyu,0,1155,kenya,False,academic,"kenya,usa",50.0,rem
45.0,5.0,"nairobi, kenya",kikuyu3,kikuyu,1,1156,kenya,False,academic,"kenya,usa",45.0,rem
33.0,9.0,"belgrade, serbia",serbian16,serbian,0,1157,serbia,False,academic,canada,6.5,12
37.0,30.0,"kinshasa, democratic republic of congo",lingala1,lingala,0,1158,democratic republic of congo,False,naturalistic,usa,7.0,rem
26.0,8.0,"pretoria, south africa",afrikaans4,afrikaans,0,1159,south africa,False,academic,usa,15.0,rem
56.0,16.0,"abidjan, ivory coast",french34,french,0,1160,ivory coast,False,academic,usa,30.0,rem
52.0,5.0,"brooklyn, new york, usa",yiddish3,yiddish,0,1161,usa,False,academic,usa,52.0,rem
59.0,0.0,"maryland county, liberia",english320,english,1,1162,liberia,False,naturalistic,"liberia,usa",59.0,16
52.0,0.0,"brooklyn, new york, usa",english321,english,0,1163,usa,False,naturalistic,usa,52.0,rem
89.0,20.0,"vienna, austria",yiddish4,yiddish,1,1164,austria,False,academic,usa,59.0,rem
86.0,26.0,"vilnius, lithuania",yiddish5,yiddish,1,1170,lithuania,False,naturalistic,usa,60.0,rem
97.0,35.0,"warsaw, poland",polish14,polish,0,1171,poland,False,naturalistic,usa,57.0,rem
29.0,0.0,"yorkton, saskatchewan, canada",english322,english,0,1172,canada,False,naturalistic,canada,29.0,1
31.0,0.0,"regina, saskatchewan, canada",english323,english,1,1173,canada,False,naturalistic,canada,31.0,1
28.0,0.0,"st. marys, ontario, canada",english324,english,0,1174,canada,False,naturalistic,canada,28.0,1
23.0,6.0,"teramo, italy",italian22,italian,0,1175,italy,False,academic,,0.0,14
32.0,0.0,"reading, pennsylvania, usa",english325,english,0,1176,usa,False,naturalistic,usa,32.0,1
34.0,14.0,"cuneo, italy",italian23,italian,1,1177,italy,False,academic,usa,10.0,14
20.0,15.0,"bratislava, slovakia",slovak4,slovak,1,1178,slovakia,False,academic,usa,1.0,12
32.0,11.0,"sulaymaniyah, iraq",kurdish5,kurdish,0,1180,iraq,False,academic,usa,12.0,2
47.0,12.0,"baghdad, iraq",arabic31,arabic,1,1181,iraq,False,academic,usa,0.3,2
30.0,9.0,"francistown, botswana",kalanga1,kalanga,0,1182,botswana,False,academic,"botswana,usa",30.0,rem
32.0,6.0,"lobatse, botswana",tswana2,tswana,1,1183,botswana,False,academic,botswana,32.0,rem
52.0,3.0,"uyo, akwa ibom, nigeria",ibibio1,ibibio,0,1184,nigeria,False,naturalistic,"nigeria,uk,usa",52.0,16
45.0,4.0,"abak, akwa ibom, nigeria",ibibio2,ibibio,1,1185,nigeria,False,naturalistic,"nigeria,uk,usa",45.0,16
51.0,11.0,"santiago, chile",catalan3,catalan,1,1186,chile,False,naturalistic,usa,40.0,9
36.0,10.0,"sao paulo, brazil",portuguese28,portuguese,1,1187,brazil,False,academic,usa,12.0,9
53.0,0.0,"fairborn, ohio, usa",english326,english,0,1188,usa,False,naturalistic,usa,50.0,rem
27.0,10.0,"toulouse, france",french35,french,0,1189,france,False,academic,,0.0,4
26.0,12.0,"algiers, algeria",kabyle1,kabyle,1,1190,algeria,False,academic,,0.0,2
21.0,14.0,"moscow, russia",russian27,russian,0,1191,russia,False,naturalistic,,0.0,11
57.0,18.0,"quang nam, vietnam",vietnamese10,vietnamese,1,1192,vietnam,False,academic,usa,16.0,3
35.0,18.0,"eldoret, kenya",nandi1,nandi,0,1193,kenya,False,academic,usa,15.0,rem
22.0,5.0,"kuching, sarawak, malaysia",malay2,malay,0,1194,malaysia,False,naturalistic,usa,3.0,rem
36.0,10.0,"espoo, finland",swedish11,swedish,1,1195,finland,False,academic,usa,16.0,15
49.0,12.0,"seoul, south korea",korean23,korean,1,1196,south korea,False,academic,usa,5.0,3
57.0,11.0,"sulaymaniyah, iraq",kurdish6,kurdish,1,1197,iraq,False,academic,usa,12.0,2
25.0,11.0,"minsk, belarus",russian28,russian,1,1198,belarus,False,academic,usa,4.0,11
29.0,26.0,"sukhbaatar, mongolia",mongolian6,mongolian,1,1199,mongolia,False,academic,usa,3.0,6
52.0,7.0,"riverside, small malaita, solomon islands",sa'a1,sa'a,0,1200,solomon islands,False,academic,"australia,usa",2.0,rem
67.0,15.0,"quang nam, vietnam",vietnamese11,vietnamese,0,1201,vietnam,False,academic,usa,16.0,3
19.0,10.5,"new delhi, india",hindi10,hindi,1,1202,india,False,naturalistic,usa,8.0,10
42.0,12.0,"baghdad, iraq",arabic32,arabic,0,1203,iraq,False,academic,usa,16.0,2
28.0,11.0,"baghdad, iraq",arabic33,arabic,1,1204,iraq,False,academic,usa,0.3,2
27.0,0.0,"dunedin, florida, usa",english327,english,0,1205,usa,False,naturalistic,usa,27.0,rem
23.0,0.0,"hollywood, florida, usa",english328,english,1,1206,usa,False,naturalistic,usa,23.0,rem
21.0,0.0,"boise, idaho, usa",english329,english,1,1207,usa,False,naturalistic,usa,19.0,1
18.0,0.0,"augusta, georgia, usa",english330,english,1,1208,usa,False,naturalistic,usa,18.0,0
28.0,0.0,"perth, australia",english331,english,1,1209,australia,False,naturalistic,australia,28.0,5
18.0,4.0,"istanbul, turkey",turkish21,turkish,1,1210,turkey,False,naturalistic,usa,3.0,rem
29.0,10.0,"askim, norway",norwegian6,norwegian,0,1211,norway,False,academic,usa,4.0,15
20.0,0.0,"baltimore, maryland, usa",english332,english,1,1212,usa,False,naturalistic,usa,20.0,rem
32.0,0.0,"spokane, washington, usa",english333,english,1,1214,usa,False,naturalistic,usa,29.0,1
18.0,0.0,"derby, england, uk",english334,english,1,1215,uk,False,naturalistic,uk,18.0,6
6.0,0.0,"washington, district of columbia, usa",english335,english,0,1216,usa,False,naturalistic,usa,6.0,1
46.0,0.0,"baltimore, maryland, usa",english336,english,1,1217,usa,False,naturalistic,usa,44.0,rem
84.0,0.0,"jersey city, new jersey, usa",english337,english,1,1218,usa,False,naturalistic,"usa,canada",84.0,rem
53.0,0.0,"sydney, australia",english338,english,1,1219,australia,False,naturalistic,"australia,canada",53.0,5
54.0,0.0,"chicago, illinois, usa",english339,english,0,1220,usa,False,naturalistic,"usa,canada",54.0,1
19.0,9.0,"riihimaki, finland",finnish6,finnish,1,1221,finland,False,academic,,0.0,15
19.0,0.0,"charleston, west virginia, usa",english340,english,0,1222,usa,False,naturalistic,usa,19.0,0
23.0,10.0,"nunspeet, netherlands",dutch15,dutch,0,1223,netherlands,False,naturalistic,southafrica,9.0,rem
23.0,0.0,"new york, new york, usa",english341,english,1,1224,usa,False,naturalistic,usa,23.0,rem
33.0,0.0,"kansas city, missouri, usa",english342,english,0,1225,usa,False,naturalistic,usa,33.0,1
23.0,0.0,"portland, maine, usa",english343,english,0,1226,usa,False,naturalistic,usa,23.0,1
27.0,14.0,"san fernando, chile",spanish68,spanish,0,1227,chile,False,academic,australia,0.8,9
23.0,11.0,"armavir, russia",armenian6,armenian,0,1228,russia,False,academic,,0.0,rem
20.0,7.0,"caracas, venezuela",spanish69,spanish,1,1229,venezuela,False,naturalistic,usa,10.0,9
30.0,10.0,"bogota, colombia",spanish70,spanish,1,1230,colombia,False,academic,usa,1.5,9
24.0,6.0,"rosario, argentina",spanish71,spanish,0,1231,argentina,False,academic,,0.0,9
19.0,0.0,"lumberton, north carolina, usa",english344,english,1,1232,usa,False,naturalistic,usa,19.0,0
20.0,0.0,"kansas city, missouri, usa",english345,english,0,1233,usa,False,naturalistic,usa,20.0,1
22.0,6.0,"almaty, kazakhstan",kazakh2,kazakh,0,1234,kazakhstan,False,academic,"uk,india",0.4,rem
60.0,0.0,"east hartford, connecticut, usa",english346,english,0,1235,usa,False,naturalistic,usa,60.0,1
22.0,0.0,"burnsville, minnesota, usa",english347,english,1,1236,usa,False,naturalistic,usa,22.0,1
20.0,0.0,"las pinas, philippines",english348,english,1,1237,philippines,False,naturalistic,philippines,20.0,rem
20.0,5.0,"miami, florida, usa",spanish72,spanish,1,1238,usa,False,naturalistic,usa,20.0,rem
24.0,0.0,"warrenton, virginia, usa",english349,english,1,1239,usa,False,naturalistic,usa,24.0,0
19.0,15.0,"merida, venezuela",spanish73,spanish,0,1240,venezuela,False,academic,uk,0.1,9
18.0,0.0,"polesworth, staffordshire, uk",english350,english,1,1241,uk,False,naturalistic,uk,18.0,6
37.0,0.0,"carthage, missouri, usa",english351,english,0,1242,usa,False,naturalistic,usa,37.0,1
25.0,0.0,"singapore, singapore",english352,english,0,1243,singapore,False,naturalistic,singapore,25.0,3
28.0,11.0,"torshavn, faroe islands",faroese1,faroese,0,1244,faroe islands,False,academic,,0.0,rem
25.0,9.0,"ketrzyn, poland",polish15,polish,1,1245,poland,False,academic,,0.0,rem
18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,0,1246,canada,False,naturalistic,canada,18.0,1
28.0,7.0,"hong kong, china",cantonese19,cantonese,1,1247,china,False,academic,usa,0.1,3
20.0,7.0,"ostrava, czech republic",czech6,czech,0,1248,czech republic,False,academic,,0.0,rem
44.0,14.0,"zaragoza, spain",spanish74,spanish,0,1249,spain,False,academic,,0.0,9
23.0,0.0,"christchurch, new zealand",english354,english,1,1250,new zealand,False,naturalistic,"newzealand,ireland,uk,usa",22.0,rem
41.0,5.0,"baghdad, iraq",chaldean1,chaldean,0,1251,iraq,False,naturalistic,usa,31.0,2
19.0,13.0,"yakutsk, russia",yakut1,yakut,1,1252,russia,False,academic,,0.0,rem
34.0,6.0,"kuwait city, kuwait",arabic34,arabic,1,1253,kuwait,False,academic,usa,4.0,2
21.0,6.0,"chisinau, moldova",russian29,russian,0,1254,moldova,False,academic,,0.0,11
24.0,11.0,"herdecke, germany",german23,german,0,1255,germany,False,academic,uk,0.2,13
19.0,0.0,"los angeles, california, usa",english355,english,0,1256,usa,False,naturalistic,usa,19.0,1
23.0,0.0,"morden, manitoba, canada",english356,english,1,1257,canada,False,naturalistic,canada,23.0,1
24.0,0.0,"alto, georgia, usa",english357,english,0,1258,usa,False,naturalistic,usa,24.0,0
19.0,0.0,"fredericton, new brunswick, canada",english358,english,0,1259,canada,False,naturalistic,canada,19.0,rem
23.0,12.0,"antwerp, belgium",dutch16,dutch,1,1260,belgium,False,academic,,0.0,rem
21.0,12.0,"wilrijk, belgium",dutch17,dutch,1,1261,belgium,False,academic,,0.0,rem
23.0,14.0,"antwerp, belgium",dutch18,dutch,0,1262,belgium,False,academic,,0.0,rem
22.0,11.0,"heist-op-den-berg, belgium",dutch19,dutch,1,1263,belgium,False,academic,,0.0,rem
21.0,13.0,"vlaams-brabant, belgium",dutch20,dutch,1,1264,belgium,False,academic,usa,0.75,rem
21.0,13.0,"diest, belgium",dutch21,dutch,1,1265,belgium,False,academic,,0.0,rem
23.0,13.0,"essen, belgium",dutch22,dutch,1,1266,belgium,False,academic,,0.0,rem
24.0,9.0,"klaipeda, lithuania",lithuanian5,lithuanian,1,1267,lithuania,False,academic,ireland,0.75,rem
23.0,13.0,"antwerp, belgium",dutch23,dutch,0,1268,belgium,False,academic,,0.0,rem
23.0,14.0,"seoul, south korea",dutch24,dutch,1,1269,south korea,False,academic,,0.0,3
23.0,13.0,"wilrijk, belgium",dutch25,dutch,1,1270,belgium,False,academic,,0.0,rem
23.0,13.0,"turnhout, belgium",dutch26,dutch,1,1271,belgium,False,academic,,0.0,rem
36.0,14.0,"bururi, burundi",rundi1,rundi,0,1272,burundi,False,academic,uk,0.1,rem
28.0,5.0,"lima, peru",spanish75,spanish,1,1273,peru,False,academic,usa,8.0,rem
21.0,13.0,"antwerp, belgium",dutch27,dutch,1,1274,belgium,False,academic,usa,1.0,rem
22.0,8.0,"antwerp, belgium",dutch28,dutch,0,1275,belgium,False,naturalistic,,0.0,rem
32.0,0.0,"sackville, new brunswick, canada",english359,english,0,1276,canada,False,naturalistic,"canada,usa",32.0,rem
19.0,0.0,"erie, pennsylvania, usa",english360,english,1,1277,usa,False,naturalistic,usa,19.0,1
19.0,8.0,"koszalin, poland",polish16,polish,0,1278,poland,False,academic,,0.0,rem
18.0,12.0,"stavropol, russia",russian30,russian,0,1279,russia,False,academic,,0.0,11
20.0,0.0,"burnsville, minnesota, usa",english361,english,1,1280,usa,False,naturalistic,usa,20.0,1
21.0,0.0,"cork, ireland",english362,english,0,1281,ireland,False,naturalistic,ireland,21.0,7
23.0,6.0,"istanbul, turkey",turkish22,turkish,0,1282,turkey,False,academic,,0.0,rem
29.0,10.0,"belgrade, serbia",serbian17,serbian,1,1283,serbia,False,academic,,0.0,12
28.0,8.0,"vitoria, brazil",portuguese29,portuguese,0,1284,brazil,False,academic,,0.0,9
26.0,24.0,"juiz de fora, brazil",portuguese30,portuguese,1,1285,brazil,False,academic,,0.0,9
29.0,16.0,"belo horizonte, brazil",portuguese31,portuguese,0,1286,brazil,False,academic,uk,0.5,9
20.0,0.0,"castle donington, uk",english363,english,0,1287,uk,False,naturalistic,uk,20.0,6
28.0,0.0,"sydney, australia",english364,english,1,1288,australia,False,naturalistic,australia,24.0,5
47.0,5.0,"sarajevo, bosnia and herzegovina",bosnian9,bosnian,0,1289,bosnia and herzegovina,False,academic,"uk,usa,southafrica",15.0,12
27.0,10.0,"la paz, bolivia",spanish76,spanish,0,1290,bolivia,False,academic,uk,4.0,9
37.0,11.0,"adana, turkey",turkish23,turkish,1,1291,turkey,False,academic,,0.0,rem
52.0,0.0,"oxford, uk",english365,english,0,1292,uk,False,naturalistic,uk,52.0,6
25.0,0.0,"bournesmouth, uk",english366,english,1,1293,uk,False,naturalistic,uk,25.0,6
25.0,0.0,"birkenhead, uk",english367,english,1,1294,uk,False,naturalistic,uk,23.0,6
43.0,0.0,"strattford-on-avon, uk",english368,english,0,1295,uk,False,naturalistic,"uk,singapore",43.0,6
54.0,12.0,"luxembourg, luxembourg",luxembourgeois1,luxembourgeois,1,1296,luxembourg,False,academic,"uk,usa",4.0,rem
27.0,0.0,"mcminnville, oregon, usa",english369,english,0,1297,usa,False,naturalistic,usa,27.0,1
86.0,86.0,"pinkoc, hungary",hungarian8,hungarian,1,1298,hungary,False,naturalistic,,0.0,rem
62.0,11.0,"baghdad, iraq",chaldean2,chaldean,1,1299,iraq,False,academic,usa,36.0,2
29.0,7.0,"ede, netherlands",dutch29,dutch,0,1300,netherlands,False,academic,,0.0,rem
45.0,13.0,"jalisco, mexico",spanish77,spanish,0,1301,mexico,False,academic,usa,2.0,9
22.0,0.0,"pondicherry, india",english370,english,0,1302,india,False,naturalistic,"canada,ireland",16.0,10
27.0,0.0,"colorado springs, colorado, usa",english371,english,1,1303,usa,False,naturalistic,"usa,canada",27.0,1
32.0,10.0,"reims, france",french36,french,1,1304,france,False,academic,"usa,canada",1.5,4
29.0,12.0,"volta redonda, brazil",portuguese32,portuguese,0,1305,brazil,False,naturalistic,"australia,usa",5.0,9
42.0,14.0,"strasbourg, france",french37,french,0,1306,france,False,naturalistic,usa,2.0,4
80.0,0.0,"christiansburg, virginia, usa",english372,english,0,1307,usa,False,naturalistic,usa,80.0,0
22.0,0.0,"russellville, kentucky, usa",english373,english,0,1308,usa,False,naturalistic,usa,22.0,rem
20.0,8.0,"jakarta, indonesia",indonesian6,indonesian,0,1309,indonesia,False,academic,usa,2.5,rem
36.0,0.0,"milford haven, wales, uk",english374,english,0,1310,uk,False,naturalistic,uk,36.0,6
21.0,4.0,"tallinn, estonia",russian31,russian,0,1311,estonia,False,naturalistic,uk,0.75,11
28.0,0.0,"manchester, connecticut, usa",english375,english,0,1312,usa,False,naturalistic,"usa,uk",28.0,1
27.0,12.0,"viljandi, estonia",estonian2,estonian,0,1313,estonia,False,academic,,0.0,rem
31.0,14.0,"kiev, ukraine",russian32,russian,1,1314,ukraine,False,academic,,0.0,6
46.0,0.0,"pasadena, california, usa",english376,english,0,1315,usa,False,naturalistic,usa,46.0,1
38.0,28.0,"brasilia, brazil",portuguese33,portuguese,0,1316,brazil,False,academic,"australia,newzealand",1.0,9
24.0,17.0,"karaganda, kazakhstan",russian33,russian,1,1317,kazakhstan,False,academic,usa,4.0,rem
29.0,13.0,"sanandaj, iran",kurdish7,kurdish,0,1318,iran,False,academic,,0.0,rem
32.0,0.0,"trenton, michigan, usa",english377,english,1,1319,usa,False,naturalistic,usa,32.0,1
38.0,0.0,"silver spring, maryland, usa",english378,english,1,1320,usa,False,naturalistic,usa,38.0,rem
43.0,0.0,"summit, new jersey, usa",english379,english,0,1321,usa,False,naturalistic,usa,43.0,rem
40.0,3.5,"wiesbaden, germany",italian25,italian,0,1322,germany,False,naturalistic,usa,27.0,rem
34.0,0.0,"roanoke, virginia, usa",english380,english,1,1323,usa,False,naturalistic,usa,33.0,0
85.0,0.0,"pike county, kentucky, usa",english381,english,0,1324,usa,False,naturalistic,usa,85.0,rem
34.0,0.0,"arlington, virginia, usa",english382,english,0,1325,usa,False,naturalistic,usa,29.0,0
32.0,0.0,"washington, district of columbia, usa",english383,english,1,1326,usa,False,naturalistic,usa,22.0,1
57.0,0.0,"williamson, west virginia, usa",english384,english,0,1327,usa,False,naturalistic,usa,57.0,0
77.0,0.0,"mcveigh, kentucky, usa",english385,english,1,1328,usa,False,naturalistic,usa,77.0,rem
31.0,12.0,"istanbul, turkey",turkish24,turkish,0,1329,turkey,False,academic,usa,10.0,rem
56.0,0.0,"los angeles, california, usa",english386,english,1,1330,usa,False,naturalistic,usa,56.0,1
21.0,0.0,"lancaster, california, usa",english387,english,1,1331,usa,False,naturalistic,usa,21.0,1
70.0,0.0,"bluefield, west virginia, usa",english388,english,1,1332,usa,False,naturalistic,usa,70.0,0
71.0,0.0,"aldie, virginia, usa",english389,english,1,1333,usa,False,naturalistic,usa,71.0,0
74.0,0.0,"milwaukee, wisconsin, usa",english390,english,0,1334,usa,False,naturalistic,usa,67.0,1
84.0,0.0,"milton, florida, usa",english391,english,1,1335,usa,False,naturalistic,usa,84.0,rem
62.0,0.0,"warrenton, virginia, usa",english392,english,0,1336,usa,False,naturalistic,usa,62.0,0
58.0,0.0,"washington, district of columbia, usa",english393,english,1,1337,usa,False,naturalistic,usa,58.0,1
55.0,5.0,"lima, peru",spanish78,spanish,1,1338,peru,False,academic,usa,16.0,rem
82.0,0.0,"aiken, south carolina, usa",english394,english,1,1339,usa,False,naturalistic,usa,82.0,0
39.0,0.0,"alexandria, virginia, usa",english395,english,0,1340,usa,False,naturalistic,usa,39.0,0
48.0,0.0,"orange, virginia, usa",english396,english,1,1341,usa,False,naturalistic,usa,48.0,0
76.0,0.0,"wadesboro, north carolina, usa",english397,english,1,1342,usa,False,naturalistic,usa,76.0,0
83.0,0.0,"salisbury, north carolina, usa",english398,english,1,1343,usa,False,naturalistic,usa,83.0,0
70.0,22.0,"lamas, peru",spanish79,spanish,1,1344,peru,False,academic,usa,41.0,rem
80.0,0.0,"la grange, georgia, usa",english399,english,1,1345,usa,False,naturalistic,usa,80.0,0
77.0,75.0,"bogota, colombia",spanish80,spanish,1,1346,colombia,False,naturalistic,usa,12.0,9
63.0,7.0,"san juan, puerto rico",spanish81,spanish,1,1347,puerto rico,False,academic,usa,2.5,rem
59.0,0.0,"shanklin, isle of wight, uk",english400,english,1,1348,uk,False,naturalistic,canada,55.0,6
26.0,0.0,"lucerne, switzerland",english401,english,0,1349,switzerland,False,naturalistic,australia,26.0,rem
26.0,0.0,"canberra, australia",english402,english,1,1350,australia,False,naturalistic,australia,26.0,5
29.0,0.0,"sydney, australia",english403,english,1,1351,australia,False,naturalistic,australia,29.0,5
29.0,0.0,"windsor, australia",english404,english,0,1352,australia,False,naturalistic,australia,29.0,5
32.0,0.0,"geelong, australia",english405,english,1,1353,australia,False,naturalistic,"australia,usa",30.0,5
44.0,20.0,"antananarivo, madagascar",malagasy1,malagasy,0,1354,madagascar,False,academic,usa,5.0,rem
52.0,22.0,"kandahar, afghanistan",pashto5,pashto,1,1355,afghanistan,False,naturalistic,usa,28.0,rem
59.0,17.0,"kandahar, afghanistan",pashto6,pashto,0,1356,afghanistan,False,academic,usa,28.0,rem
42.0,20.0,"kabul, afghanistan",pashto7,pashto,1,1357,afghanistan,False,academic,usa,21.0,rem
24.0,0.0,"pensacola, florida, usa",english406,english,1,1358,usa,False,naturalistic,usa,24.0,rem
74.0,6.0,"marsa, malta",maltese2,maltese,1,1359,malta,False,academic,canada,48.0,rem
47.0,0.0,"windsor, ontario, canada",english407,english,0,1360,canada,False,naturalistic,canada,47.0,1
64.0,0.0,"lynwood, california, usa",english408,english,0,1361,usa,False,naturalistic,usa,64.0,1
60.0,0.0,"maitland, australia",english409,english,1,1362,australia,False,naturalistic,australia,60.0,5
35.0,0.0,"hamilton, new zealand",english410,english,0,1363,new zealand,False,naturalistic,"NewZealand,Australia",35.0,rem
60.0,6.0,"manila, philippines",tagalog7,tagalog,0,1364,philippines,False,academic,australia,22.0,rem
36.0,12.0,"tokyo, japan",japanese12,japanese,0,1365,japan,False,academic,australia,8.7,3
32.0,11.0,"povazska bystrika, slovakia",slovak5,slovak,1,1366,slovakia,False,academic,australia,10.0,12
53.0,12.0,"copenhagen, denmark",danish3,danish,1,1367,denmark,False,academic,usa,26.0,15
